@RELATION narrative
@ATTRIBUTE "Is Actual" NUMERIC
@ATTRIBUTE "Func. Position" NUMERIC
@ATTRIBUTE "Ratio Hero" NUMERIC
@ATTRIBUTE "Ratio Villain" NUMERIC
@ATTRIBUTE "Ratio Tester" NUMERIC
@ATTRIBUTE "Ratio Prize" NUMERIC
@ATTRIBUTE "Ratio FalseHero" NUMERIC
@ATTRIBUTE "Ratio Other" NUMERIC
@ATTRIBUTE "Ratio NA" NUMERIC
@ATTRIBUTE "do" NUMERIC
@ATTRIBUTE "be" NUMERIC
@ATTRIBUTE "think" NUMERIC
@ATTRIBUTE "talk" NUMERIC
@ATTRIBUTE "answer" NUMERIC
@ATTRIBUTE "ask" NUMERIC
@ATTRIBUTE "punish" NUMERIC
@ATTRIBUTE "help" NUMERIC
@ATTRIBUTE "reward" NUMERIC
@ATTRIBUTE "move" NUMERIC
@ATTRIBUTE "Function Group Label" {alpha,beta,gamma,delta,epsilon,zeta,eta,theta,A,a,B,C,depart,D,E,F,G,H,J,I,K,return,Pr,Rs,o,L,M,N,Q,Ex,T,U,W}
@ATTRIBUTE "Function Label" STRING
@DATA
1.0,0.559569648924,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.714285714286,0.5,0.923076923077,0.5,0.769230769231,0.5,0.714285714286,0.727272727273,0.857142857143,B,'B2'
1.0,0.584258210646,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.444444444444,0.4,0.444444444444,0.333333333333,0.4,0.4,0.666666666667,0.666666666667,0.4,F,'F3'
0.0,0.584258210646,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5,0.444444444444,0.4,0.444444444444,0.333333333333,0.4,0.4,0.666666666667,0.666666666667,0.4,C,'C'
1.0,0.591845979615,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.4,0.4,0.4,0.4,0.333333333333,0.4,0.4,0.4,0.4,0.4,depart,'up'
1.0,0.624688561721,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.5,1.0,0.8,0.857142857143,0.5,0.666666666667,0.857142857143,1.0,G,'G2'
1.0,0.706795016988,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.666666666667,0.888888888889,0.6,0.888888888889,0.888888888889,0.857142857143,0.8,1.0,K,'K2'
0.0,0.775198187995,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,return,'down'
1.0,0.072266742988,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,0.8,0.714285714286,0.7,0.75,0.5,1.0,0.857142857143,alpha,'alpha'
0.0,0.103677733257,0,0,0,0,0,0,0,0.842105263158,1.0,0.5,0.777777777778,0.4,0.7,0.5,0.5,0.75,0.555555555556,A,'A4'
1.0,0.113981110475,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.5,0.5,0.666666666667,0.714285714286,0.571428571429,1.0,0.5,0.75,0.75,C,'C'
0.0,0.241270749857,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,1.0,0.8,0.888888888889,0.5,0.666666666667,1.0,0.8,F,'F3'
1.0,0.43488838008,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.888888888889,0.4,0.8,0.5,0.5,0.666666666667,0.8,H,'H1'
1.0,0.478534630796,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.666666666667,0.5,0.5,0.5,0.714285714286,0.571428571429,1.0,0.5,0.5,0.75,I,'I1'
1.0,0.554879793932,0,0,0,0,0,0,0,0.842105263158,1.0,0.5,0.777777777778,0.4,0.7,0.5,0.5,0.75,0.555555555556,K,'K4'
1.0,0.566471093303,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.5,0.5,0.75,0.4,0.888888888889,0.5,0.5,0.8,0.666666666667,return,'down'
1.0,0.714510589582,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.842105263158,1.0,0.857142857143,0.8,0.571428571429,0.8,0.5,0.666666666667,0.909090909091,0.8,Pr,'Pr4'
1.0,0.741199198626,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,0.857142857143,0.714285714286,0.857142857143,0.8,0.75,0.8,1.0,Rs,'Rs7'
1.0,0.825772753291,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.5,0.4,0.5,0.75,0.5,0.5,0.8,Pr,'Pr1'
1.0,0.889954207212,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.4,0.5,0.5,1.0,0.5,0.5,Rs,'Rs5'
1.0,0.0447846616111,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.4,0.4,0.333333333333,0.4,0.4,0.4,0.4,0.4,A,'A17'
1.0,0.110888539133,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.857142857143,0.857142857143,0.909090909091,0.5,0.75,0.75,1.0,1.0,0.8,B,'B4'
1.0,0.137287165546,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.857142857143,0.777777777778,0.666666666667,0.7,0.5,0.666666666667,0.888888888889,1.0,C,'C'
1.0,0.147803691515,0,0,0,0,0,0,0,0.5,0.5,0.5,0.5,0.444444444444,0.5,0.5,0.888888888889,0.857142857143,0.5,depart,'up'
1.0,0.275647445987,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.857142857143,0.857142857143,0.666666666667,0.75,0.5,0.666666666667,0.888888888889,0.8,H,'H2'
1.0,0.427314351123,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.8,1.0,0.857142857143,0.5,0.714285714286,0.6,0.8,I,'I2'
1.0,0.921447989698,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.8,0.75,0.5,0.909090909091,0.4,0.75,0.5,0.5,1.0,0.8,return,'down'
1.0,0.984189440549,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.857142857143,0.75,0.5,0.769230769231,0.4,0.888888888889,0.5,0.6,0.75,1.0,I,'I2,6'
1.0,0.987909572185,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.857142857143,0.75,0.5,0.769230769231,0.4,0.888888888889,0.5,0.6,0.75,1.0,K,'K4'
1.0,0.994133638575,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,1.0,0.5,0.888888888889,0.4,0.666666666667,0.5,0.5,0.666666666667,0.857142857143,W,'w0'
1.0,0.0409297625063,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,0.777777777778,0.4,0.7,0.5,0.5,1.0,0.857142857143,alpha,'alpha'
0.0,0.0947953511875,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,beta,'beta2'
1.0,0.100353713997,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,1.0,0.8,0.888888888889,0.5,0.75,0.75,1.0,eta,'eta2'
1.0,0.202728650834,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.75,1.0,0.444444444444,0.888888888889,0.5,0.769230769231,1.0,0.8,A,'A15(xvi)'
1.0,0.219504800404,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.666666666667,0.727272727273,0.666666666667,1.0,0.571428571429,0.8,0.5,0.727272727273,1.0,1.0,D,'d7'
1.0,0.223547246084,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.666666666667,0.769230769231,0.5,0.875,0.5,0.857142857143,0.571428571429,0.769230769231,0.888888888889,0.727272727273,E,'E7'
1.0,0.246538655887,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.75,0.8,0.444444444444,0.888888888889,0.5,0.571428571429,1.0,0.8,F,'F3,2'
1.0,0.311116725619,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.8,0.75,1.0,0.8,0.933333333333,0.5,0.769230769231,0.857142857143,0.8,Pr,'Pr'
1.0,0.360535624053,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.5,Rs,'Rs4'
1.0,0.400808489136,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.666666666667,0.666666666667,0.4,0.4,0.333333333333,0.4,0.4,0.4,0.5,0.4,depart,'up'
1.0,0.692016169783,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.666666666667,0.666666666667,0.444444444444,1.0,0.444444444444,0.4,0.4,0.444444444444,D,'D8'
1.0,0.738150581102,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.857142857143,0.75,0.75,0.8,0.8,0.888888888889,0.75,1.0,0.909090909091,1.0,E,'E8'
1.0,0.741536129358,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.857142857143,0.75,0.5,0.769230769231,0.4,0.888888888889,0.5,0.6,0.75,1.0,return,'down'
1.0,0.752097018696,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.888888888889,0.8,0.5,0.857142857143,0.5,0.75,0.5,1.0,F,'F8'
0.0,0.76296109146,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.285714285714,0.333333333333,0.4,0.333333333333,0.333333333333,0.333333333333,Pr,'Pr1'
1.0,0.810308236483,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.8,1.0,0.5,0.857142857143,0.4,0.75,0.75,0.5,1.0,0.933333333333,Rs,'Rs2'
1.0,0.89747347145,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.842105263158,1.0,1.0,1.0,0.8,1.0,0.5,0.666666666667,0.888888888889,0.625,o,'o'
1.0,0.971803941385,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.4,0.571428571429,0.615384615385,0.4,0.666666666667,0.4,0.666666666667,0.461538461538,0.571428571429,Q,'Q'
1.0,0.990399191511,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.285714285714,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,W,'W*'
1.0,0.0435075710434,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,0.777777777778,0.4,0.7,0.5,0.5,1.0,0.857142857143,alpha,'alpha'
1.0,0.149865173201,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.571428571429,0.5,0.75,0.4,0.666666666667,0.888888888889,0.833333333333,0.666666666667,0.666666666667,A,'A6'
1.0,0.232316946692,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.888888888889,0.8,0.5,0.857142857143,0.5,0.75,0.5,1.0,o,'o'
1.0,0.369218004563,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.842105263158,1.0,0.5,0.777777777778,0.4,0.7,0.666666666667,0.5,0.75,0.555555555556,F,'F3,4'
1.0,0.475264467953,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.888888888889,1.0,0.666666666667,0.9,0.5,0.8,1.0,1.0,K,'K3'
1.0,0.551493466086,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.5,0.4,0.888888888889,0.5,0.5,0.615384615385,0.666666666667,T,'T2'
1.0,0.732887367766,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,0.8,0.5,0.857142857143,0.888888888889,0.833333333333,0.666666666667,1.0,Pr,'Pr6'
1.0,0.831673926571,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.75,0.5,0.888888888889,0.4,0.769230769231,0.888888888889,0.833333333333,0.666666666667,0.8,Rs,'Rs6'
1.0,0.934194150591,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.842105263158,1.0,0.857142857143,1.0,0.8,0.857142857143,0.5,0.666666666667,0.857142857143,0.8,Q,'Q'
1.0,0.941505911637,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.842105263158,1.0,0.5,0.777777777778,0.4,0.7,0.5,0.5,0.75,0.555555555556,Ex,'Ex'
1.0,0.980761252852,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.571428571429,0.5,0.75,0.444444444444,0.666666666667,0.888888888889,0.833333333333,0.666666666667,0.8,U,'U'
1.0,0.989576851276,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666666667,1.0,0.5,0.888888888889,0.4,0.666666666667,0.5,0.5,0.666666666667,0.666666666667,W,'W*'
1.0,0.0621925183329,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.888888888889,1.0,0.8,0.857142857143,0.5,1.0,1.0,0.857142857143,alpha,'alpha'
1.0,0.092360530957,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.4,0.666666666667,0.666666666667,0.444444444444,1.0,0.444444444444,0.4,0.5,0.5,gamma,'gamma1'
1.0,0.0970481759955,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.4,0.4,0.666666666667,0.4,0.333333333333,0.4,0.4,0.4,0.4,0.4,delta,'delta'
1.0,0.11449921099,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.666666666667,0.5,0.5,0.571428571429,0.5,0.5,0.5,0.5,1.0,beta,'beta3'
1.0,0.137055601968,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.857142857143,0.666666666667,0.888888888889,0.6,0.75,0.8,0.666666666667,0.75,1.0,A,'A1'
1.0,0.221015501717,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.75,0.769230769231,0.666666666667,1.0,0.444444444444,0.857142857143,0.5,0.769230769231,0.8,0.8,B,'B1'
1.0,0.288777499304,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,0.5,0.909090909091,0.666666666667,0.888888888889,0.5,0.75,1.0,1.0,C,'C'
1.0,0.329388285529,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.5,0.5,0.75,0.4,0.888888888889,0.5,0.5,0.8,0.666666666667,depart,'up'
1.0,0.614081500046,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.8,0.5,0.5,0.4,0.5,0.857142857143,0.5,0.5,0.857142857143,D,'D9'
1.0,0.655063584888,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.666666666667,0.75,0.5,0.727272727273,0.444444444444,0.545454545455,0.5,0.666666666667,0.8,1.0,E,'E9'
1.0,0.706070732387,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.75,0.5,0.5,0.4,0.5,1.0,0.5,0.666666666667,0.8,G,'G6'
1.0,0.781908474891,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.571428571429,0.4,0.333333333333,0.4,0.8,0.4,0.941176470588,0.8,F,'F7'
1.0,0.893947832544,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.8,0.571428571429,0.5,0.75,0.714285714286,0.666666666667,1.0,0.833333333333,0.666666666667,0.75,I,'I5'
1.0,0.922027290448,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.5,0.5,0.5,0.4,0.5,0.5,0.5,0.857142857143,0.5,K,'K4'
1.0,0.97057458461,1.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.75,0.5,0.5,0.4,0.5,0.5,0.5,0.5,0.8,return,'down'
1.0,0.993316624896,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.285714285714,0.333333333333,0.333333333333,0.333333333333,0.333333333333,0.333333333333,W,'W*'
