Is Actual	Func. Position	Ratio Hero	Ratio Villain	Ratio Tester	Ratio Prize	Ratio FalseHero	Ratio Other	Ratio NA	do	be	think	talk	answer	ask	punish	help	reward	move	Function Group Label
1.0	0.889954207212	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.5	0.5	0.5	0.5	0.4	0.5	0.5	1.0	0.5	0.5	Rs
1.0	0.0447846616111	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.4	0.4	0.4	0.4	0.333333333333	0.4	0.4	0.4	0.4	0.4	A
1.0	0.110888539133	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.857142857143	0.857142857143	0.909090909091	0.5	0.75	0.75	1.0	1.0	0.8	B
1.0	0.137287165546	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.857142857143	0.777777777778	0.666666666667	0.7	0.5	0.666666666667	0.888888888889	1.0	C
1.0	0.147803691515	0	0	0	0	0	0	0	0.5	0.5	0.5	0.5	0.444444444444	0.5	0.5	0.888888888889	0.857142857143	0.5	depart
1.0	0.275647445987	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.857142857143	0.857142857143	0.666666666667	0.75	0.5	0.666666666667	0.888888888889	0.8	H
1.0	0.427314351123	1.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.5	0.8	1.0	0.857142857143	0.5	0.714285714286	0.6	0.8	I
1.0	0.921447989698	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.8	0.75	0.5	0.909090909091	0.4	0.75	0.5	0.5	1.0	0.8	return
1.0	0.984189440549	0.0	1.0	0.0	0.0	0.0	0.0	0.0	0.857142857143	0.75	0.5	0.769230769231	0.4	0.888888888889	0.5	0.6	0.75	1.0	I
1.0	0.987909572185	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.857142857143	0.75	0.5	0.769230769231	0.4	0.888888888889	0.5	0.6	0.75	1.0	K
1.0	0.994133638575	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.666666666667	1.0	0.5	0.888888888889	0.4	0.666666666667	0.5	0.5	0.666666666667	0.857142857143	W
1.0	0.0409297625063	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.888888888889	0.777777777778	0.4	0.7	0.5	0.5	1.0	0.857142857143	alpha
0.0	0.0947953511875	0	0	0	0	0	0	0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	beta
1.0	0.100353713997	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.888888888889	1.0	0.8	0.888888888889	0.5	0.75	0.75	1.0	eta
1.0	0.202728650834	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.75	1.0	0.444444444444	0.888888888889	0.5	0.769230769231	1.0	0.8	A
1.0	0.219504800404	0.0	0.0	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.727272727273	0.666666666667	1.0	0.571428571429	0.8	0.5	0.727272727273	1.0	1.0	D
1.0	0.223547246084	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.666666666667	0.769230769231	0.5	0.875	0.5	0.857142857143	0.571428571429	0.769230769231	0.888888888889	0.727272727273	E
1.0	0.246538655887	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.75	0.8	0.444444444444	0.888888888889	0.5	0.571428571429	1.0	0.8	F
1.0	0.311116725619	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.8	0.75	1.0	0.8	0.933333333333	0.5	0.769230769231	0.857142857143	0.8	Pr
